GEOID,C17002e1,C17002e2,C17002e3,lowmod_pct,poverty
15000US371830541141,2472,0,21,21.68,low_poverty
15000US371830541153,2179,0,42,27.53,low_poverty
15000US371830542031,3517,0,25,12.28,low_poverty
15000US371830542062,708,9,0,81.76,high_poverty
15000US371830542091,4808,42,34,31.34,low_poverty
15000US371830542092,4620,0,53,17.84,low_poverty
15000US371830542101,2371,134,149,27.23,low_poverty
15000US371830543012,1014,60,50,60,high_poverty
15000US371830543013,1797,48,270,32.89,low_poverty
15000US371830543023,1750,37,155,63.1,high_poverty
15000US371830544043,2024,179,256,42.8,low_poverty
15000US371830545001,1473,178,128,77.38,high_poverty
15000US371859502002,1287,104,131,56.32,high_poverty
15000US371879501002,969,197,69,27.16,low_poverty
15000US371879502005,1518,444,358,66.67,high_poverty
15000US371879502006,1273,59,43,28.06,low_poverty
15000US371899204003,3990,2546,432,65.35,high_poverty
15000US371899205002,1904,786,334,69.21,high_poverty
15000US371899207021,1169,61,89,39.58,low_poverty
15000US371899209001,806,40,79,50.22,low_poverty
15000US371899209004,760,89,89,53.51,high_poverty
15000US371910001013,1734,71,12,48.26,low_poverty
15000US371910001021,3109,81,77,17.19,low_poverty
15000US371910002002,886,120,94,49.62,low_poverty
15000US371910003023,2059,198,61,52.08,high_poverty
15000US371910004021,1340,270,508,49.76,low_poverty
15000US371910004023,1291,76,321,43.31,low_poverty
15000US371910006013,1770,165,137,41.11,low_poverty
15000US371910006022,767,0,12,36.54,low_poverty
15000US371910006024,612,20,13,10.17,low_poverty
15000US371910007003,765,0,339,50,low_poverty
15000US371910009021,2059,51,388,49.33,low_poverty
15000US371910009023,1400,275,75,50,low_poverty
15000US371910010003,1330,114,58,41.39,low_poverty
15000US371910011023,1606,29,0,19.78,low_poverty
15000US371910012001,3236,314,360,47.35,low_poverty
15000US371910013012,1547,0,141,31.88,low_poverty
15000US371910013013,1876,1,167,29.02,low_poverty
15000US371910014004,1748,515,353,69.92,high_poverty
15000US371910018001,1350,589,218,86.99,high_poverty
15000US371910019001,1734,125,333,46.96,low_poverty
15000US371910019002,786,309,163,82.71,high_poverty
15000US371910020001,605,77,135,73.02,high_poverty
15000US371939601005,1543,83,95,43.88,low_poverty
15000US371939602003,1340,229,71,30.77,low_poverty
15000US371939604003,859,32,114,34.5,low_poverty
15000US371939604005,1157,69,214,39.36,low_poverty
15000US371939605001,1248,236,203,55.12,high_poverty
15000US371939606002,589,48,41,37.71,low_poverty
15000US371939608023,1409,125,222,34.23,low_poverty
15000US371939609001,1387,126,30,37.62,low_poverty
15000US371939609004,1127,42,234,28.5,low_poverty
15000US371939610013,1340,59,129,39.93,low_poverty
15000US371939610022,1331,92,32,41.09,low_poverty
15000US371939611002,706,38,123,64.89,high_poverty
15000US371939612003,817,114,17,38.36,low_poverty
15000US371939612004,819,0,52,36.39,low_poverty
15000US371939612005,1362,282,155,35.58,low_poverty
15000US371950001003,847,30,162,35.9,low_poverty
15000US371950003002,1899,345,498,62.83,high_poverty
15000US371950004003,1348,382,235,48.88,low_poverty
15000US371950005011,2046,53,12,18.58,low_poverty
15000US371950005023,970,38,0,8.38,low_poverty
15000US371950006004,728,481,0,70.23,high_poverty
15000US371950007004,538,0,77,66.46,high_poverty
15000US371950008023,869,123,19,56.88,high_poverty
15000US371950012002,1169,144,160,46.49,low_poverty
15000US371950012003,609,47,84,37.24,low_poverty
15000US371950013001,1190,52,280,45.56,low_poverty
15000US371950013004,1937,97,239,45.51,low_poverty
15000US371950014001,3105,101,64,7.33,low_poverty
15000US371950014002,6279,929,723,28.18,low_poverty
15000US371950015001,1251,59,70,29.67,low_poverty
15000US371950015002,2359,111,334,18.38,low_poverty
15000US371950016001,1013,0,202,37.31,low_poverty
15000US371950016002,921,91,0,20.44,low_poverty
15000US371950017002,1706,71,212,32.64,low_poverty
15000US371970501022,769,18,148,61.71,high_poverty
15000US371970503003,752,60,117,56.21,high_poverty
15000US371970504003,1196,78,90,60.74,high_poverty
15000US371970505012,1638,414,199,34.49,low_poverty
15000US371999601012,2114,80,195,37.19,low_poverty
15000US380039679002,769,16,49,24.74,low_poverty
15000US380039680003,1233,46,18,29.24,low_poverty
15000US380039682003,611,9,21,34.67,low_poverty
15000US380039682004,576,13,71,33.53,low_poverty
15000US380059565001,609,15,36,52.76,high_poverty
15000US380099523001,1072,82,18,38.72,low_poverty
15000US380099523002,1171,29,83,43.92,low_poverty
15000US380119652001,1040,47,66,28.72,low_poverty
15000US380119653001,746,7,25,27.78,low_poverty
15000US380139533001,1121,32,115,29.8,low_poverty
15000US380150101002,1042,15,44,33.52,low_poverty
15000US380150102004,385,51,37,72.73,high_poverty
15000US380150103001,1613,51,93,70.85,high_poverty
15000US380150103002,1485,13,126,40.81,low_poverty
15000US380150103003,864,11,14,50.47,low_poverty
15000US380150104003,1433,20,0,37.9,low_poverty
15000US380150105002,1430,0,230,24.65,low_poverty
15000US380150109001,1789,19,136,35.61,low_poverty
15000US380150109003,1635,7,0,15.45,low_poverty
15000US380150110021,3156,62,15,29.77,low_poverty
15000US380150111032,1816,65,12,33.71,low_poverty
15000US380150111052,1335,0,0,7.18,low_poverty
15000US380150113001,2814,14,31,39.22,low_poverty
15000US380150114001,671,43,5,42.45,low_poverty
15000US380150115001,822,43,50,49.65,low_poverty
15000US380170001004,1174,0,0,14.55,low_poverty
15000US380170002011,1427,49,128,48.93,low_poverty
15000US380170002012,1132,75,99,46.3,low_poverty
15000US380170002022,1312,285,99,41.3,low_poverty
15000US380170003001,607,272,108,100,high_poverty
15000US380170004003,912,243,228,64.23,high_poverty
15000US380170006001,1087,0,184,82.43,high_poverty
15000US380170007001,476,67,134,92,high_poverty
15000US380170007002,1430,300,217,70.61,high_poverty
15000US380170009013,1481,82,89,70.79,high_poverty
15000US380170009015,346,0,0,57.89,high_poverty
15000US380170009031,909,85,336,82.78,high_poverty
15000US380170009033,1817,43,201,44.92,low_poverty
15000US380170010011,2289,353,176,56.8,high_poverty
15000US380170101071,1042,39,37,52.1,high_poverty
15000US380170101081,2624,82,31,20.97,low_poverty
15000US380170101092,1869,208,58,27.81,low_poverty
15000US380170102011,694,0,0,25.3,low_poverty
15000US380170102012,3296,67,57,25.68,low_poverty
15000US380170103031,1416,0,230,39.49,low_poverty
15000US380170103032,1229,62,48,47.78,low_poverty
15000US380170103033,1859,51,16,28.53,low_poverty
15000US380170103061,2106,205,155,43.32,low_poverty
15000US380170401001,672,10,4,40.71,low_poverty
15000US380170401003,554,0,34,49.67,low_poverty
15000US380170402001,1098,12,4,23.11,low_poverty
15000US380170406002,1101,10,0,7.07,low_poverty
15000US380199511003,663,0,9,34.15,low_poverty
15000US380219732003,562,9,11,37.34,low_poverty
15000US380219734002,628,45,95,47.75,low_poverty
15000US380259622001,964,81,33,61.04,high_poverty
15000US380259622003,1081,53,21,20.79,low_poverty
15000US380279592003,578,21,84,46.15,low_poverty
15000US380299665002,671,63,55,58.65,high_poverty
15000US380339629001,682,44,49,59.82,high_poverty
15000US380350101001,531,0,23,40.12,low_poverty
15000US380350101003,759,93,124,73.89,high_poverty
15000US380350101004,785,53,77,71.57,high_poverty
15000US380350102001,544,0,19,69.11,high_poverty
15000US380350103001,1077,523,244,77.71,high_poverty
15000US380350104003,1524,681,260,97.18,high_poverty
15000US380350106002,1092,119,176,84.88,high_poverty
15000US380350107001,1064,125,19,59.89,high_poverty
15000US380350108011,994,41,253,58.52,high_poverty
15000US380350108013,1348,74,119,28.09,low_poverty
15000US380350110002,635,8,34,54.09,high_poverty
15000US380350110003,764,11,181,56.45,high_poverty
15000US380350111002,1211,6,20,9.48,low_poverty
15000US380350112002,863,47,343,39.38,low_poverty
15000US380350114001,867,70,46,41.7,low_poverty
15000US380350114002,1459,37,106,23.81,low_poverty
15000US380350117001,901,24,17,30.54,low_poverty
15000US380350117002,1086,28,40,28.37,low_poverty
15000US380350117005,682,22,3,4.27,low_poverty
15000US380350118001,755,12,8,32.19,low_poverty
15000US380350120002,2133,36,130,40.96,low_poverty
15000US380419647001,1080,44,97,49.79,low_poverty
15000US380439668003,786,44,64,55.41,high_poverty
15000US380459722002,1320,44,102,38.56,low_poverty
15000US380499556002,1143,44,75,56.03,high_poverty
15000US380499559001,1902,164,150,33.16,low_poverty
15000US380519729001,945,20,79,54.05,high_poverty
15000US380539623002,1506,20,75,23.98,low_poverty
15000US380539624001,1266,0,40,30.84,low_poverty
15000US380539624002,1598,63,81,37.67,low_poverty
15000US380559608005,1076,14,64,25.89,low_poverty
15000US380559610004,739,0,10,26.86,low_poverty
15000US380559610005,1396,84,127,47.79,low_poverty
15000US380590202001,1849,66,35,41.7,low_poverty
15000US380590202004,931,0,60,40.85,low_poverty
15000US380639590001,570,15,20,43.44,low_poverty
15000US380639590004,1093,25,61,34.88,low_poverty
15000US380679504002,693,0,49,24.77,low_poverty
15000US380679505002,766,17,33,39.29,low_poverty
15000US380699562002,1254,69,198,39.01,low_poverty
15000US380719576004,922,23,161,33.33,low_poverty
15000US380719578002,1080,25,37,67.42,high_poverty
15000US380759529003,731,13,51,36.69,low_poverty
15000US380779707001,934,0,35,27.42,low_poverty
15000US380779709001,1466,20,87,26.85,low_poverty
15000US380779710001,1167,33,106,34.36,low_poverty
15000US380779710003,1325,78,111,37.67,low_poverty
15000US380779711002,564,21,3,30.88,low_poverty
15000US380799418001,1165,179,63,66.48,high_poverty
15000US380799418002,1615,272,296,60.75,high_poverty
15000US380819740001,783,24,8,29.76,low_poverty
15000US380819742003,467,27,26,35.05,low_poverty
15000US380819742004,634,10,23,38,low_poverty
15000US380899634003,855,25,75,39.67,low_poverty
15000US380899635002,1112,0,12,17.65,low_poverty
15000US380899638003,895,0,6,41.86,low_poverty
15000US380899639001,1050,7,98,23.13,low_poverty
15000US380939670002,1210,10,32,25.97,low_poverty
15000US380939672003,371,24,40,40.86,low_poverty
15000US380939674003,1216,71,160,41.51,low_poverty
15000US380939678004,718,29,26,44.3,low_poverty
15000US380939678006,579,0,16,24.75,low_poverty
15000US380959515001,857,4,58,34.97,low_poverty
15000US380979701001,846,12,2,19.14,low_poverty
15000US380979701002,713,8,65,30.5,low_poverty
15000US380979702001,883,63,34,48.02,low_poverty
15000US380979703002,904,7,3,40.59,low_poverty
15000US380979704001,758,109,55,51.02,high_poverty
15000US380999578002,1141,82,35,43.39,low_poverty
15000US380999579001,823,70,93,48.53,low_poverty
15000US380999579002,626,0,71,51.66,high_poverty
15000US380999581003,376,2,1,40.54,low_poverty
15000US380999582001,618,79,58,42.86,low_poverty
15000US380999583001,643,24,28,37.68,low_poverty
15000US381010101002,783,0,123,63.28,high_poverty
15000US381010102001,1257,9,91,18.32,low_poverty
15000US381010102002,1126,203,83,63.11,high_poverty
15000US381010103012,1093,54,29,46.22,low_poverty
15000US381010103024,2658,222,68,35.53,low_poverty
15000US381010105002,792,14,0,10.61,low_poverty
15000US381010106001,3038,112,211,28.95,low_poverty
15000US381010107001,2051,29,62,30.85,low_poverty
15000US381010108002,1141,0,30,23.73,low_poverty
15000US381010109003,1021,77,0,37.38,low_poverty
15000US381010112003,705,42,21,35.56,low_poverty
15000US381010113002,2021,15,43,26.74,low_poverty
15000US381039598001,1007,0,107,45.31,low_poverty
15000US381039598002,743,15,118,39.16,low_poverty
15000US381039600003,688,4,11,45.45,low_poverty
15000US381059535001,736,40,11,39.52,low_poverty
15000US381059535002,970,41,39,24.72,low_poverty
15000US381059536001,1422,52,55,28.62,low_poverty
15000US381059538001,1514,127,146,51.49,high_poverty
15000US381059539001,872,8,0,10.47,low_poverty
15000US381059541003,2155,47,429,27.65,low_poverty
15000US360810669001,937,5,5,43.79,low_poverty
15000US360810669002,674,46,5,41.74,low_poverty
15000US360810677001,1108,22,18,19.25,low_poverty
15000US360810682001,669,24,15,12.69,low_poverty
15000US360810683001,2102,18,275,57.65,high_poverty
15000US360810687001,1243,0,68,43.06,low_poverty
15000US360810687003,2108,95,206,26.13,low_poverty
15000US360810697011,1467,157,103,69.15,high_poverty
15000US360810703001,775,13,5,42.13,low_poverty
15000US360810707001,574,25,36,11.19,low_poverty
15000US360810707002,407,0,23,31.36,low_poverty
15000US360810707003,1255,39,33,27.87,low_poverty
15000US360810709001,1406,56,0,31.54,low_poverty
15000US360810709002,1170,8,29,23.77,low_poverty
15000US360810711001,1193,39,139,19.89,low_poverty
15000US360810711003,635,16,0,22.7,low_poverty
15000US360810713032,1140,96,13,37.73,low_poverty
15000US360810713044,2422,322,108,52.12,high_poverty
15000US360810713051,2858,166,183,35.74,low_poverty
15000US360810713053,1321,17,239,47.99,low_poverty
15000US360810713062,2533,155,235,40.38,low_poverty
15000US360810721001,1187,13,41,34.36,low_poverty
15000US360810737002,995,10,32,29.41,low_poverty
15000US360810739002,554,0,0,18.07,low_poverty
15000US360810741002,757,28,93,60.61,high_poverty
15000US360810743001,793,0,26,63.58,high_poverty
15000US360810743004,1552,0,18,46.85,low_poverty
15000US360810745001,2466,268,256,52.02,high_poverty
15000US360810747001,1667,40,124,39.85,low_poverty
15000US360810749001,963,0,4,26.91,low_poverty
15000US360810769012,2140,59,191,26.93,low_poverty
15000US360810769021,1506,99,10,18.65,low_poverty
15000US360810779024,580,0,62,46.22,low_poverty
15000US360810779033,1065,121,38,25.99,low_poverty
15000US360810779052,636,1,23,38.54,low_poverty
15000US360810779062,1328,72,85,30.57,low_poverty
15000US360810779071,1543,75,201,54.37,high_poverty
15000US360810779081,1571,57,159,64.86,high_poverty
15000US360810793001,0,0,0,0,low_poverty
15000US360810797023,1155,89,63,56.19,high_poverty
15000US360810799002,1752,264,103,38.27,low_poverty
15000US360810803022,772,21,8,46.09,low_poverty
15000US360810803023,1749,46,19,59.38,high_poverty
15000US360810809002,791,0,11,29.85,low_poverty
15000US360810809005,1695,0,81,47.35,low_poverty
15000US360810818002,866,46,71,40.5,low_poverty
15000US360810818003,2115,108,509,47.53,low_poverty
15000US360810837001,2004,145,231,68.2,high_poverty
15000US360810837002,1568,78,323,58.08,high_poverty
15000US360810837003,879,65,0,46.75,low_poverty
15000US360810838002,1740,61,149,65.7,high_poverty
15000US360810840003,908,0,0,77.73,high_poverty
15000US360810840004,1163,22,87,35.19,low_poverty
15000US360810840005,1086,54,8,45.83,low_poverty
15000US360810849001,1815,82,351,80.23,high_poverty
15000US360810855001,1505,93,202,69.57,high_poverty
15000US360810855002,2338,70,200,55.56,high_poverty
15000US360810855003,1015,137,153,58.11,high_poverty
15000US360810857002,1578,0,369,77.94,high_poverty
15000US360810859002,1790,303,160,79.69,high_poverty
15000US360810863001,1372,171,239,75.64,high_poverty
15000US360810863002,1641,156,239,68.77,high_poverty
15000US360810863003,1222,223,194,76.95,high_poverty
15000US360810864002,959,57,67,25,low_poverty
15000US360810865001,2201,373,367,81.55,high_poverty
15000US360810884002,938,51,0,7.22,low_poverty
15000US360810884004,957,28,34,35.98,low_poverty
15000US360810884006,1278,88,251,52.24,high_poverty
15000US360810889011,1593,45,464,22.52,low_poverty
15000US360810889012,1655,16,0,37.18,low_poverty
15000US360810889015,1116,0,39,34.18,low_poverty
15000US360810889016,2160,403,663,86.29,high_poverty
15000US360810889017,1053,70,81,63.19,high_poverty
15000US360810892007,770,15,59,11.76,low_poverty
15000US360810892008,363,0,0,37.27,low_poverty
15000US360810907000,0,0,0,0,low_poverty
15000US360810916010,0,0,0,0,low_poverty
15000US360810916012,785,0,0,28.13,low_poverty
15000US360810916020,0,0,0,0,low_poverty
15000US360810919002,1687,85,162,57.98,high_poverty
15000US360810919003,2700,47,75,48.37,low_poverty
15000US360810929000,0,0,0,0,low_poverty
15000US360810929001,3422,86,0,21.83,low_poverty
15000US360810929004,749,2,0,65.8,high_poverty
15000US360810934021,1849,161,81,27.89,low_poverty
15000US360810938002,2194,32,171,59.73,high_poverty
15000US360810942021,2884,552,280,65.98,high_poverty
15000US360810942022,1780,417,203,48.96,low_poverty
15000US360810945002,1871,27,312,33.53,low_poverty
15000US360810964000,0,0,0,0,low_poverty
15000US360810972033,2661,1225,233,90.42,high_poverty
15000US360810972034,1944,424,460,99.15,high_poverty
15000US360810973000,0,0,0,0,low_poverty
15000US360810973002,604,0,6,23.58,low_poverty
15000US360810973003,683,0,20,18.78,low_poverty
15000US360810987002,1231,5,5,23.56,low_poverty
15000US360810991002,1726,27,38,30.67,low_poverty
15000US360810991003,613,0,0,24.68,low_poverty
15000US360810997012,686,28,14,13.53,low_poverty
15000US360810997013,754,48,5,47.68,low_poverty
15000US360810997044,2436,101,49,27.96,low_poverty
15000US360810997051,2613,56,10,35.19,low_poverty
15000US360810998012,1430,0,40,62.47,high_poverty
15000US360810998013,1429,39,357,57.44,high_poverty
15000US360811008010,0,0,0,0,low_poverty
15000US360811008012,1216,107,38,39.5,low_poverty
15000US360811008023,2814,2,48,41.78,low_poverty
15000US360811010011,2398,501,641,66.97,high_poverty
15000US360811010012,2498,267,128,81.34,high_poverty
15000US360811010013,1871,267,332,86.06,high_poverty
15000US360811010014,2085,112,667,93.76,high_poverty
15000US360811010022,1821,202,616,93.36,high_poverty
15000US360811017004,1067,13,20,42.72,low_poverty
15000US360811017005,1077,41,0,28.87,low_poverty
15000US360811017007,790,54,0,26.83,low_poverty
15000US360811032013,2452,629,507,78.69,high_poverty
15000US360811033003,936,40,49,32.2,low_poverty
15000US360811039002,2418,0,0,50,low_poverty
15000US360811039004,1102,64,15,17.01,low_poverty
15000US360811047001,1009,0,0,24.26,low_poverty
15000US360811085003,1019,35,57,27.34,low_poverty
15000US360811093002,1058,0,1,30.56,low_poverty
15000US360811097002,395,16,8,43.75,low_poverty
15000US360811099002,580,3,20,47.83,low_poverty
15000US360811099003,1307,199,20,39.81,low_poverty
15000US360811123001,1049,14,129,20.33,low_poverty
15000US360811123002,1264,128,61,56.1,high_poverty
15000US360811155001,1549,56,41,42.9,low_poverty
15000US360811157001,1193,8,9,33.52,low_poverty
15000US360811159001,845,19,66,25.97,low_poverty
15000US360811159003,2003,201,277,57.51,high_poverty
15000US360811163001,2004,115,323,75.53,high_poverty
15000US360811163004,1430,205,159,81.29,high_poverty
15000US360811163005,1874,162,131,75.83,high_poverty
15000US360811167001,1901,284,178,54.03,high_poverty
15000US360811175002,1798,29,230,48.98,low_poverty
15000US360811175003,549,10,75,52.63,high_poverty
15000US360811185002,900,5,72,47.89,low_poverty
15000US360811191002,1252,37,113,58.15,high_poverty
15000US360811193002,924,105,45,41.48,low_poverty
15000US360811201001,1694,45,138,43.46,low_poverty
15000US360811211001,0,0,0,0,low_poverty
15000US360811227013,3400,43,290,62.85,high_poverty
15000US360811227016,1253,62,0,23.31,low_poverty
15000US360811227017,2081,27,13,43.14,low_poverty
15000US360811227021,1071,519,252,81.37,high_poverty
15000US360811227022,1381,14,183,51.9,high_poverty
15000US360811227025,1049,450,396,100,high_poverty
15000US360811241002,939,305,0,37.46,low_poverty
15000US360811241003,924,52,45,16.52,low_poverty
15000US360811247001,1060,31,117,33.95,low_poverty
15000US360811267001,420,51,7,6.96,low_poverty
15000US360811267002,861,83,24,26.42,low_poverty
15000US360811267003,1110,53,59,15.85,low_poverty
15000US360811277002,640,35,0,25,low_poverty
15000US360811277004,1000,0,10,18.82,low_poverty
15000US360811291021,902,0,0,12.28,low_poverty
15000US360811291024,821,13,42,19.59,low_poverty
15000US360811291041,599,169,0,42.36,low_poverty
15000US360811301002,1058,31,37,35.98,low_poverty
15000US360811333002,893,15,9,26.67,low_poverty
15000US360811333004,920,49,49,12.21,low_poverty
15000US360811341003,1025,10,145,55.56,high_poverty
15000US360811347002,699,3,2,27.21,low_poverty
15000US360811347005,2500,372,91,41.27,low_poverty
15000US360811367001,2201,38,63,50.23,low_poverty
15000US360811367003,603,13,0,26.24,low_poverty
15000US360811367004,807,5,26,29.92,low_poverty
15000US360811377001,1142,135,252,38.52,low_poverty
15000US360811377004,1446,6,28,12.78,low_poverty
15000US360811385014,1543,0,235,37.38,low_poverty
15000US360811399002,992,8,27,26.91,low_poverty
15000US360811403002,1388,0,46,24,low_poverty
15000US360811409021,1350,15,78,18.35,low_poverty
15000US360811429004,791,12,92,29.82,low_poverty
15000US360811435002,900,0,64,19.1,low_poverty
15000US360811441003,678,0,0,50,low_poverty
15000US360811459001,877,18,16,24.48,low_poverty
15000US360811463001,1914,23,116,34.73,low_poverty
15000US360811463002,698,14,110,42.6,low_poverty
15000US360811471002,1297,0,6,49.67,low_poverty
15000US360811479001,1394,0,0,35.06,low_poverty
15000US360811479002,1397,17,207,21.11,low_poverty
15000US360811479003,2110,0,113,36.76,low_poverty
15000US360811507011,1304,99,2,19.08,low_poverty
15000US360811507012,1191,27,27,13.41,low_poverty
15000US360811507013,531,0,34,15.09,low_poverty
15000US360811507024,535,31,84,53.57,high_poverty
15000US360811529011,1355,78,49,41.04,low_poverty
15000US360811529024,1628,17,169,42.56,low_poverty
15000US360811551022,1209,0,99,26.25,low_poverty
15000US360811567001,932,184,105,37.93,low_poverty
15000US360811571011,665,152,0,50.6,low_poverty
15000US360811571013,741,15,30,51.96,high_poverty
15000US360811571016,1081,6,82,35.04,low_poverty
15000US360811571018,948,0,0,31.71,low_poverty
15000US360811571022,1240,43,114,31.68,low_poverty
15000US360811579011,1095,0,248,14.93,low_poverty
15000US360811579015,689,20,11,54.55,high_poverty
15000US360811579016,726,19,72,25,low_poverty
15000US360811579022,656,43,10,30.25,low_poverty
15000US360811579023,909,33,265,23.77,low_poverty
15000US360811579032,676,26,0,40,low_poverty
15000US360811617001,1122,5,0,31.43,low_poverty
15000US360811621004,735,86,0,43.24,low_poverty
15000US360830402002,1418,33,451,63.21,high_poverty
15000US360830403002,954,257,101,83.54,high_poverty
15000US360830405002,1073,178,290,76.65,high_poverty
15000US360830406002,777,288,125,69.05,high_poverty
15000US360830407001,994,290,200,67.54,high_poverty
15000US360830407004,839,186,119,94.16,high_poverty
15000US360830409002,497,19,148,51.06,high_poverty
15000US360830409003,864,64,66,76.32,high_poverty
15000US360830411001,2243,99,65,47.79,low_poverty
15000US360830413001,838,93,27,51.61,high_poverty
15000US360830413003,745,244,133,56.41,high_poverty
15000US360830414002,1065,7,52,39.29,low_poverty
15000US360830516001,2847,226,571,61.82,high_poverty
15000US360830516002,438,0,14,83.76,high_poverty
15000US360830516003,920,10,151,56.46,high_poverty
15000US360830516004,2682,51,126,45.25,low_poverty
15000US360830519011,1206,30,46,38.82,low_poverty
15000US360830519022,447,52,58,41.54,low_poverty
15000US360830519023,1799,25,8,18.88,low_poverty
15000US360830520042,1429,37,2,16.02,low_poverty
15000US360830520044,881,0,0,22.67,low_poverty
15000US360830521011,782,6,0,40.74,low_poverty
15000US360830522031,1349,27,43,19.34,low_poverty
15000US360830522032,1608,25,0,35.27,low_poverty
15000US360830523011,1539,5,79,39.93,low_poverty
15000US360830523046,1005,23,0,39.41,low_poverty
15000US360830524043,1806,0,0,18.6,low_poverty
15000US360830524044,1025,0,57,25.3,low_poverty
15000US360830525013,1809,0,80,31.64,low_poverty
15000US360830525021,2649,54,94,33.63,low_poverty
15000US360830525022,831,39,0,37.5,low_poverty
15000US360830525023,1054,135,67,49.69,low_poverty
15000US360830525031,1245,33,11,37.46,low_poverty
15000US360830526032,1649,39,118,21.64,low_poverty
15000US360850003000,0,0,0,0,low_poverty
15000US360850007000,0,0,0,0,low_poverty
15000US360850007004,1538,59,216,64.58,high_poverty
15000US360850008002,1224,97,10,37.28,low_poverty
15000US360850011001,1097,11,53,68.68,high_poverty
15000US360850011003,991,307,63,61.58,high_poverty
15000US360850018000,0,0,0,0,low_poverty
15000US360850020021,2386,174,60,28.27,low_poverty
15000US360850021000,0,0,0,0,low_poverty
15000US360850021002,802,149,139,78.98,high_poverty
15000US360850021003,1499,224,405,47.85,low_poverty
15000US360850029003,1339,68,16,49.66,low_poverty
15000US360850033001,1232,160,11,44.77,low_poverty
15000US360850033002,2388,102,38,45.76,low_poverty
15000US360850036001,1508,28,43,42.99,low_poverty
15000US360850039001,567,115,9,40.71,low_poverty
15000US360850039002,1476,9,49,30.38,low_poverty
15000US360850040005,1286,0,123,47.13,low_poverty
15000US360850050003,568,20,18,68.08,high_poverty
15000US360850059002,1232,0,106,25.31,low_poverty
15000US360850070000,0,0,0,0,low_poverty
15000US360850070001,3715,463,406,23.97,low_poverty
15000US360850074000,0,0,0,0,low_poverty
15000US360850074001,1897,35,143,39.01,low_poverty
15000US360850081000,0,0,0,0,low_poverty
15000US360850096011,1467,85,122,40.45,low_poverty
15000US360850097001,1618,422,227,35.03,low_poverty
15000US360850105002,1075,128,25,33.9,low_poverty
15000US360850112010,0,0,0,0,low_poverty
15000US360850112011,2809,40,0,46.36,low_poverty
15000US360850112023,1637,23,0,27.1,low_poverty
15000US360850112024,0,0,0,0,low_poverty
15000US360850114011,598,17,22,43.41,low_poverty
15000US360850114023,1329,0,18,38.04,low_poverty
15000US360850128042,1153,8,124,43.85,low_poverty
15000US360850128060,0,0,0,0,low_poverty
15000US360850128061,800,0,0,35,low_poverty
15000US360850128063,2113,135,124,66.05,high_poverty
15000US360850128064,2817,75,48,22.33,low_poverty
15000US360850132033,2199,56,97,31.49,low_poverty
15000US360850132042,2447,24,246,33.26,low_poverty
15000US360850133011,1746,471,556,93.43,high_poverty
15000US360850134003,1349,49,34,30.45,low_poverty
15000US360850141002,1223,105,140,55.47,high_poverty
15000US360850146044,970,70,101,33.47,low_poverty
15000US360850146063,1721,0,0,28.21,low_poverty
15000US360850146071,4027,167,259,15.93,low_poverty
15000US360850146082,1849,15,25,18.15,low_poverty
15000US360850147001,648,0,34,6.33,low_poverty
15000US360850151001,1781,66,70,29.82,low_poverty
15000US360850151002,862,4,2,20.65,low_poverty
15000US360850151004,1179,18,141,36.23,low_poverty
15000US360850156030,0,0,0,0,low_poverty
15000US360850170071,2324,48,57,15.43,low_poverty
15000US360850170091,1183,64,75,29.78,low_poverty
15000US360850170101,3026,8,50,17.27,low_poverty
15000US360850170112,1548,129,47,29.4,low_poverty
15000US360850170121,1707,68,71,28.67,low_poverty
15000US360850177003,1994,0,0,19.55,low_poverty
15000US360850181002,2004,11,63,17.92,low_poverty
15000US360850187024,1838,59,130,26.4,low_poverty
15000US360850197001,978,0,39,19.77,low_poverty
15000US360850197002,772,7,31,33.33,low_poverty
15000US360850201001,1705,76,130,25.38,low_poverty
15000US360850207000,0,0,0,0,low_poverty
15000US360850207004,1485,508,110,69.01,high_poverty
15000US360850208012,2946,140,313,40.85,low_poverty
15000US360850208014,2350,15,365,38.65,low_poverty
15000US360850208032,2974,193,50,35.36,low_poverty
15000US360850208042,1861,32,14,25.75,low_poverty
15000US360850213001,1369,262,280,55.56,high_poverty
15000US360850213003,1155,90,10,12.79,low_poverty
15000US360850213005,840,50,10,65.79,high_poverty
15000US360850231001,2896,290,171,51.66,high_poverty
15000US360850244011,1807,0,36,15.95,low_poverty
15000US360850244012,1510,1,63,11.06,low_poverty
15000US360850247001,1139,128,90,62.56,high_poverty
15000US360850248000,0,0,0,0,low_poverty
15000US360850248002,1666,40,31,51.02,high_poverty
15000US360850251002,1504,0,26,40.11,low_poverty
15000US360850251003,2155,38,101,13.66,low_poverty
15000US360850273011,621,40,65,20,low_poverty
15000US360850273022,1576,1,77,33.74,low_poverty
15000US360850277021,2663,18,119,24.84,low_poverty
15000US360850277062,916,115,63,65.18,high_poverty
15000US360850279001,824,4,30,16.07,low_poverty
15000US360850291033,1436,4,108,29.36,low_poverty
15000US360850303021,1350,126,24,45.69,low_poverty
15000US360850303022,2854,642,61,44.95,low_poverty
15000US360850319023,1543,526,61,62.3,high_poverty
15000US360850323001,1106,120,46,53.71,high_poverty
15000US360870101013,2091,0,80,11.88,low_poverty
15000US360870101014,749,0,44,27.59,low_poverty
15000US360870101021,1596,0,0,30.61,low_poverty
