@RELATION test

@ATTRIBUTE C17002e1  NUMERIC
@ATTRIBUTE C17002e2   NUMERIC
@ATTRIBUTE C17002e3  NUMERIC
@ATTRIBUTE poverty    {low_poverty,high_poverty}

@data
376,2,1,low_poverty
618,79,58,low_poverty
643,24,28,low_poverty
783,0,123,high_poverty
1257,9,91,low_poverty
1126,203,83,high_poverty
1093,54,29,low_poverty
2658,222,68,low_poverty
792,14,0,low_poverty
3038,112,211,low_poverty
2051,29,62,low_poverty
1141,0,30,low_poverty
1021,77,0,low_poverty
705,42,21,low_poverty
2021,15,43,low_poverty
1007,0,107,low_poverty
743,15,118,low_poverty
688,4,11,low_poverty
736,40,11,low_poverty
970,41,39,low_poverty
1422,52,55,low_poverty
1514,127,146,high_poverty
872,8,0,low_poverty
2155,47,429,low_poverty
937,5,5,low_poverty
674,46,5,low_poverty
1108,22,18,low_poverty
669,24,15,low_poverty
2102,18,275,high_poverty
1243,0,68,low_poverty
2108,95,206,low_poverty
1467,157,103,high_poverty
775,13,5,low_poverty
574,25,36,low_poverty
407,0,23,low_poverty
1255,39,33,low_poverty
1406,56,0,low_poverty
1170,8,29,low_poverty
1193,39,139,low_poverty
635,16,0,low_poverty
1140,96,13,low_poverty
2422,322,108,high_poverty
2858,166,183,low_poverty
1321,17,239,low_poverty
2533,155,235,low_poverty
1187,13,41,low_poverty
995,10,32,low_poverty
554,0,0,low_poverty
757,28,93,high_poverty
793,0,26,high_poverty
1552,0,18,low_poverty
2466,268,256,high_poverty
1667,40,124,low_poverty
963,0,4,low_poverty
2140,59,191,low_poverty
1506,99,10,low_poverty
580,0,62,low_poverty
1065,121,38,low_poverty
636,1,23,low_poverty
1328,72,85,low_poverty
1543,75,201,high_poverty
1571,57,159,high_poverty
0,0,0,low_poverty
1155,89,63,high_poverty
1752,264,103,low_poverty
772,21,8,low_poverty
1749,46,19,high_poverty
791,0,11,low_poverty
1695,0,81,low_poverty
866,46,71,low_poverty
2115,108,509,low_poverty
2004,145,231,high_poverty
1568,78,323,high_poverty
879,65,0,low_poverty
1740,61,149,high_poverty
908,0,0,high_poverty
1163,22,87,low_poverty
1086,54,8,low_poverty
1815,82,351,high_poverty
1505,93,202,high_poverty
2338,70,200,high_poverty
1015,137,153,high_poverty
1578,0,369,high_poverty
1790,303,160,high_poverty
1372,171,239,high_poverty
1641,156,239,high_poverty
1222,223,194,high_poverty
959,57,67,low_poverty
2201,373,367,high_poverty
938,51,0,low_poverty
957,28,34,low_poverty
1278,88,251,high_poverty
1593,45,464,low_poverty
1655,16,0,low_poverty
1116,0,39,low_poverty
2160,403,663,high_poverty
1053,70,81,high_poverty
770,15,59,low_poverty
363,0,0,low_poverty
0,0,0,low_poverty
0,0,0,low_poverty
785,0,0,low_poverty
0,0,0,low_poverty
1687,85,162,high_poverty
2700,47,75,low_poverty
0,0,0,low_poverty
3422,86,0,low_poverty
749,2,0,high_poverty
1849,161,81,low_poverty
2194,32,171,high_poverty
2884,552,280,high_poverty
1780,417,203,low_poverty
1871,27,312,low_poverty
0,0,0,low_poverty
2661,1225,233,high_poverty
1944,424,460,high_poverty
0,0,0,low_poverty
604,0,6,low_poverty
683,0,20,low_poverty
1231,5,5,low_poverty
1726,27,38,low_poverty
613,0,0,low_poverty
686,28,14,low_poverty
754,48,5,low_poverty
2436,101,49,low_poverty
2613,56,10,low_poverty
1430,0,40,high_poverty
1429,39,357,high_poverty
0,0,0,low_poverty
1216,107,38,low_poverty
2814,2,48,low_poverty
2398,501,641,high_poverty
2498,267,128,high_poverty
1871,267,332,high_poverty
2085,112,667,high_poverty
1821,202,616,high_poverty
1067,13,20,low_poverty
1077,41,0,low_poverty
790,54,0,low_poverty
2452,629,507,high_poverty
936,40,49,low_poverty
2418,0,0,low_poverty
1102,64,15,low_poverty
1009,0,0,low_poverty
1019,35,57,low_poverty
1058,0,1,low_poverty
395,16,8,low_poverty
580,3,20,low_poverty
1307,199,20,low_poverty
1049,14,129,low_poverty
1264,128,61,high_poverty
1549,56,41,low_poverty
1193,8,9,low_poverty
845,19,66,low_poverty
2003,201,277,high_poverty
2004,115,323,high_poverty
1430,205,159,high_poverty
1874,162,131,high_poverty
1901,284,178,high_poverty
1798,29,230,low_poverty
549,10,75,high_poverty
900,5,72,low_poverty
1252,37,113,high_poverty
924,105,45,low_poverty
1694,45,138,low_poverty
0,0,0,low_poverty
3400,43,290,high_poverty
1253,62,0,low_poverty
2081,27,13,low_poverty
1071,519,252,high_poverty
1381,14,183,high_poverty
1049,450,396,high_poverty
939,305,0,low_poverty
924,52,45,low_poverty
1060,31,117,low_poverty
420,51,7,low_poverty
861,83,24,low_poverty
1110,53,59,low_poverty
640,35,0,low_poverty
1000,0,10,low_poverty
902,0,0,low_poverty
821,13,42,low_poverty
599,169,0,low_poverty
1058,31,37,low_poverty
893,15,9,low_poverty
920,49,49,low_poverty
1025,10,145,high_poverty
699,3,2,low_poverty
2500,372,91,low_poverty
2201,38,63,low_poverty
603,13,0,low_poverty
807,5,26,low_poverty
1142,135,252,low_poverty
1446,6,28,low_poverty
1543,0,235,low_poverty
992,8,27,low_poverty
1388,0,46,low_poverty
1350,15,78,low_poverty
791,12,92,low_poverty
900,0,64,low_poverty
678,0,0,low_poverty
877,18,16,low_poverty
1914,23,116,low_poverty
698,14,110,low_poverty
1297,0,6,low_poverty
1394,0,0,low_poverty
1397,17,207,low_poverty
2110,0,113,low_poverty
1304,99,2,low_poverty
1191,27,27,low_poverty
531,0,34,low_poverty
535,31,84,high_poverty
1355,78,49,low_poverty
1628,17,169,low_poverty
1209,0,99,low_poverty
932,184,105,low_poverty
665,152,0,low_poverty
741,15,30,high_poverty
1081,6,82,low_poverty
948,0,0,low_poverty
1240,43,114,low_poverty
1095,0,248,low_poverty
689,20,11,high_poverty
726,19,72,low_poverty
656,43,10,low_poverty
909,33,265,low_poverty
676,26,0,low_poverty
1122,5,0,low_poverty
735,86,0,low_poverty
1418,33,451,high_poverty
954,257,101,high_poverty
1073,178,290,high_poverty
777,288,125,high_poverty
994,290,200,high_poverty
839,186,119,high_poverty
497,19,148,high_poverty
864,64,66,high_poverty
2243,99,65,low_poverty
838,93,27,high_poverty
745,244,133,high_poverty
1065,7,52,low_poverty
2847,226,571,high_poverty
438,0,14,high_poverty
920,10,151,high_poverty
2682,51,126,low_poverty
1206,30,46,low_poverty
447,52,58,low_poverty
1799,25,8,low_poverty
1429,37,2,low_poverty
881,0,0,low_poverty
782,6,0,low_poverty
1349,27,43,low_poverty
1608,25,0,low_poverty
1539,5,79,low_poverty
1005,23,0,low_poverty
1806,0,0,low_poverty
1025,0,57,low_poverty
1809,0,80,low_poverty
2649,54,94,low_poverty
831,39,0,low_poverty
1054,135,67,low_poverty
1245,33,11,low_poverty
1649,39,118,low_poverty
0,0,0,low_poverty
0,0,0,low_poverty
1538,59,216,high_poverty
1224,97,10,low_poverty
1097,11,53,high_poverty
991,307,63,high_poverty
0,0,0,low_poverty
2386,174,60,low_poverty
0,0,0,low_poverty
802,149,139,high_poverty
1499,224,405,low_poverty
1339,68,16,low_poverty
1232,160,11,low_poverty
2388,102,38,low_poverty
1508,28,43,low_poverty
567,115,9,low_poverty
1476,9,49,low_poverty
1286,0,123,low_poverty
568,20,18,high_poverty
1232,0,106,low_poverty
0,0,0,low_poverty
3715,463,406,low_poverty
0,0,0,low_poverty
1897,35,143,low_poverty
0,0,0,low_poverty
1467,85,122,low_poverty
1618,422,227,low_poverty
1075,128,25,low_poverty
0,0,0,low_poverty
2809,40,0,low_poverty
1637,23,0,low_poverty
0,0,0,low_poverty
598,17,22,low_poverty
1329,0,18,low_poverty
1153,8,124,low_poverty
0,0,0,low_poverty
800,0,0,low_poverty
2113,135,124,high_poverty
2817,75,48,low_poverty
2199,56,97,low_poverty
2447,24,246,low_poverty
1746,471,556,high_poverty
1349,49,34,low_poverty
1223,105,140,high_poverty
970,70,101,low_poverty
1721,0,0,low_poverty
4027,167,259,low_poverty
1849,15,25,low_poverty
648,0,34,low_poverty
1781,66,70,low_poverty
862,4,2,low_poverty
1179,18,141,low_poverty
0,0,0,low_poverty
2324,48,57,low_poverty
1183,64,75,low_poverty
3026,8,50,low_poverty
1548,129,47,low_poverty
1707,68,71,low_poverty
1994,0,0,low_poverty
2004,11,63,low_poverty
1838,59,130,low_poverty
978,0,39,low_poverty
772,7,31,low_poverty
1705,76,130,low_poverty
0,0,0,low_poverty
1485,508,110,high_poverty
2946,140,313,low_poverty
2350,15,365,low_poverty
2974,193,50,low_poverty
1861,32,14,low_poverty
1369,262,280,high_poverty
1155,90,10,low_poverty
840,50,10,high_poverty
2896,290,171,high_poverty
1807,0,36,low_poverty
1510,1,63,low_poverty
1139,128,90,high_poverty
0,0,0,low_poverty
1666,40,31,high_poverty
1504,0,26,low_poverty
2155,38,101,low_poverty
621,40,65,low_poverty
1576,1,77,low_poverty
2663,18,119,low_poverty
916,115,63,high_poverty
824,4,30,low_poverty
1436,4,108,low_poverty
1350,126,24,low_poverty
2854,642,61,low_poverty
1543,526,61,high_poverty
1106,120,46,high_poverty
2091,0,80,low_poverty
749,0,44,low_poverty
1596,0,0,low_poverty
1226,9,40,low_poverty
1243,76,156,low_poverty
1148,171,10,low_poverty
1414,32,36,low_poverty
802,45,322,high_poverty
1057,60,44,low_poverty
2440,181,62,high_poverty
1003,53,0,low_poverty
1593,145,149,high_poverty
1175,0,22,low_poverty
1910,30,114,low_poverty
1339,0,9,low_poverty
814,10,39,low_poverty
1053,0,0,low_poverty
1155,0,0,low_poverty
1126,42,85,low_poverty
1922,43,23,low_poverty
1300,139,0,low_poverty
1561,0,0,low_poverty
1239,38,35,low_poverty
1633,29,16,low_poverty
1743,15,8,low_poverty
1335,18,42,low_poverty
1480,47,12,low_poverty
1619,0,0,low_poverty
1551,14,0,low_poverty
2184,118,42,low_poverty
1322,142,0,low_poverty
1852,12,99,low_poverty
1178,19,9,low_poverty
1264,130,39,high_poverty
3179,841,688,high_poverty
2395,519,591,high_poverty
2189,593,479,high_poverty
1877,96,477,high_poverty
1957,821,427,high_poverty
1284,221,360,high_poverty
1684,16,218,low_poverty
2100,440,819,high_poverty
2516,146,171,low_poverty
1358,149,393,high_poverty
1259,0,0,low_poverty
1292,0,0,low_poverty
284,102,35,low_poverty
1265,37,0,low_poverty
1561,84,123,low_poverty
1654,132,223,low_poverty
1167,40,7,low_poverty
1927,72,57,low_poverty
1323,83,11,low_poverty
679,0,127,low_poverty
606,2,64,low_poverty
772,19,57,low_poverty
697,0,51,low_poverty
989,67,115,low_poverty
1196,81,159,low_poverty
1625,166,228,low_poverty
1479,54,73,low_poverty
1393,0,409,low_poverty
2120,166,214,low_poverty
613,0,83,low_poverty
1044,7,58,low_poverty
895,69,54,high_poverty
882,5,182,low_poverty
962,0,57,low_poverty
925,139,26,low_poverty
1225,84,98,low_poverty
28,28,0,low_poverty
976,260,211,low_poverty
1056,359,55,low_poverty
912,0,18,low_poverty
1497,183,79,low_poverty
866,44,152,low_poverty
1044,79,216,low_poverty
568,68,56,low_poverty
693,44,50,low_poverty
428,7,63,high_poverty
1593,114,86,low_poverty
604,49,18,low_poverty
860,0,99,high_poverty
1146,205,99,low_poverty
787,50,78,high_poverty
2536,57,196,low_poverty
2402,41,154,low_poverty
1173,70,43,low_poverty
2930,119,364,low_poverty
1702,95,130,low_poverty
537,39,46,high_poverty
2304,33,5,low_poverty
4292,0,156,low_poverty
986,145,118,high_poverty
738,74,17,low_poverty
970,167,49,low_poverty
645,62,0,low_poverty
1112,7,6,low_poverty
2157,52,0,low_poverty
645,0,6,low_poverty
1577,21,0,low_poverty
1366,60,12,low_poverty
2759,87,53,low_poverty
1096,70,65,high_poverty
3506,15,71,low_poverty
1297,50,18,low_poverty
1132,3,0,low_poverty
725,226,84,high_poverty
1671,59,32,low_poverty
1890,0,82,low_poverty
852,0,40,low_poverty
2842,51,42,low_poverty
1739,0,0,low_poverty
2141,1,0,low_poverty
1931,10,15,low_poverty
24,0,0,low_poverty
5060,17,3,low_poverty
571,72,0,low_poverty
1987,282,468,high_poverty
1080,42,23,high_poverty
1756,189,671,high_poverty
284,33,12,high_poverty
602,0,15,high_poverty
1518,338,427,high_poverty
702,69,139,high_poverty
482,53,50,high_poverty
717,90,225,high_poverty
1337,53,118,low_poverty
600,146,144,high_poverty
2087,493,515,high_poverty
512,0,40,high_poverty
623,167,102,high_poverty
1037,0,0,low_poverty
811,39,0,low_poverty
486,0,14,low_poverty
2530,0,37,low_poverty
812,211,0,low_poverty
919,1,33,low_poverty
1165,15,80,low_poverty
761,83,98,low_poverty
940,0,0,low_poverty
667,5,3,low_poverty
1363,0,56,low_poverty
1406,49,55,low_poverty
839,0,59,low_poverty
963,15,18,low_poverty
1924,31,34,low_poverty
1363,24,42,low_poverty
1149,17,27,low_poverty
1536,22,24,low_poverty
328,0,121,high_poverty
1374,30,35,low_poverty
926,28,190,low_poverty
864,51,49,low_poverty
1078,64,131,low_poverty
186,20,38,high_poverty
641,23,54,low_poverty
418,0,19,low_poverty
821,33,61,high_poverty
777,46,38,low_poverty
788,23,98,high_poverty
1023,14,79,low_poverty
1142,147,131,low_poverty
681,44,52,low_poverty
826,77,28,high_poverty
518,3,82,low_poverty
1037,106,191,low_poverty
694,24,38,low_poverty
794,71,119,low_poverty
529,36,34,low_poverty
919,71,50,low_poverty
529,59,0,low_poverty
986,78,102,low_poverty
1127,45,231,low_poverty
659,5,92,low_poverty
243,46,21,high_poverty
905,91,100,low_poverty
856,94,70,high_poverty
1336,65,97,low_poverty
1463,62,102,low_poverty
800,109,8,low_poverty
831,17,10,high_poverty
1513,89,260,low_poverty
1342,43,168,low_poverty
1322,228,179,low_poverty
1746,99,222,low_poverty
711,19,16,low_poverty
901,0,115,low_poverty
1188,14,38,low_poverty
892,27,88,low_poverty
785,15,6,low_poverty
1195,98,201,low_poverty
663,7,115,low_poverty
849,40,65,low_poverty
1409,245,151,low_poverty
1295,92,111,low_poverty
1784,109,0,low_poverty
1459,138,76,low_poverty
1292,250,117,high_poverty
1014,85,42,low_poverty
992,0,19,low_poverty
1158,17,5,low_poverty
610,34,9,low_poverty
1582,10,0,low_poverty
942,51,0,low_poverty
1191,16,0,low_poverty
691,54,99,low_poverty
1822,0,0,low_poverty
1988,85,33,low_poverty
1367,33,16,low_poverty
1131,66,128,low_poverty
1104,0,49,low_poverty
1270,24,97,low_poverty
1068,11,93,low_poverty
985,8,17,low_poverty
2138,121,53,high_poverty
1676,98,172,low_poverty
2476,39,114,low_poverty
594,111,46,low_poverty
1264,2,0,low_poverty
1290,24,13,low_poverty
1671,0,35,low_poverty
841,15,23,low_poverty
1790,22,38,low_poverty
1540,22,15,low_poverty
899,30,58,low_poverty
1160,20,0,low_poverty
1163,0,16,low_poverty
2322,39,29,low_poverty
862,14,0,low_poverty
2889,273,50,low_poverty
976,0,26,low_poverty
1833,94,62,low_poverty
488,0,0,low_poverty
2272,7,0,low_poverty
2258,15,0,low_poverty
1225,59,28,low_poverty
993,0,0,low_poverty
1480,21,57,low_poverty
1392,15,17,low_poverty
1938,272,93,high_poverty
1380,38,203,high_poverty
1914,1,57,low_poverty
829,39,9,high_poverty
1615,76,12,low_poverty
2098,36,75,high_poverty
2615,22,147,low_poverty
1182,2,39,low_poverty
1761,17,232,high_poverty
1454,0,35,high_poverty
803,24,0,low_poverty
1915,49,84,low_poverty
3180,39,24,high_poverty
1642,101,145,high_poverty
1271,16,7,low_poverty
1718,23,177,high_poverty
746,0,118,high_poverty
1273,0,17,low_poverty
1172,0,18,low_poverty
1622,37,196,high_poverty
1404,104,64,high_poverty
1821,36,146,low_poverty
990,0,61,low_poverty
2171,16,73,low_poverty
1916,0,85,low_poverty
775,81,9,low_poverty
1567,6,34,low_poverty
2378,9,143,low_poverty
325,59,0,low_poverty
2320,18,43,low_poverty
1375,0,65,low_poverty
1155,0,22,low_poverty
538,4,56,low_poverty
1630,18,0,low_poverty
1646,47,36,high_poverty
1358,54,60,low_poverty
1631,47,37,low_poverty
528,32,71,low_poverty
631,0,29,low_poverty
2114,70,60,low_poverty
1165,12,0,low_poverty
998,9,77,low_poverty
1355,12,3,low_poverty
1831,17,94,low_poverty
1019,18,16,low_poverty
898,13,0,low_poverty
617,2,1,low_poverty
1256,47,9,low_poverty
748,51,98,high_poverty
1504,0,66,low_poverty
1144,93,30,low_poverty
1738,14,0,low_poverty
1125,12,74,low_poverty
1912,92,57,low_poverty
1542,8,18,low_poverty
604,7,2,low_poverty
1346,0,15,low_poverty
1953,0,127,low_poverty
2148,30,57,low_poverty
2318,136,0,low_poverty
1227,19,40,low_poverty
1441,18,20,low_poverty
1241,0,0,low_poverty
1904,62,11,low_poverty
1214,0,252,low_poverty
2109,40,9,low_poverty
3567,128,239,high_poverty
1602,71,119,high_poverty
1454,9,26,low_poverty
2719,136,258,low_poverty
1870,10,17,low_poverty
1396,15,0,low_poverty
2114,3,12,low_poverty
2004,79,93,low_poverty
1661,95,58,high_poverty
1668,87,83,high_poverty
2625,248,188,low_poverty
1114,22,102,high_poverty
1481,14,37,high_poverty
2162,99,243,low_poverty
2727,176,169,high_poverty
2759,92,99,high_poverty
2159,388,11,high_poverty
2895,106,138,low_poverty
1090,23,121,low_poverty
1291,0,2,low_poverty
1030,19,109,high_poverty
1713,46,48,low_poverty
1121,74,43,high_poverty
2122,43,160,high_poverty
1994,135,96,high_poverty
993,0,89,low_poverty
1427,0,44,low_poverty
972,6,14,low_poverty
2427,67,0,low_poverty
1104,64,88,low_poverty
1893,0,0,low_poverty
1268,32,27,low_poverty
2749,1,10,low_poverty
1657,46,13,low_poverty
1530,6,1,low_poverty
2204,8,0,low_poverty
995,14,0,low_poverty
540,0,8,low_poverty
820,113,54,low_poverty
964,0,108,low_poverty
233,0,6,low_poverty
502,0,57,high_poverty
1206,4,8,low_poverty
1126,10,0,low_poverty
2170,0,118,low_poverty
987,0,8,low_poverty
1232,0,37,low_poverty
1082,6,16,low_poverty
1159,24,0,low_poverty
802,13,22,low_poverty
1996,1,49,low_poverty
850,6,7,low_poverty
1518,0,31,low_poverty
731,13,2,high_poverty
1403,7,8,low_poverty
1211,79,20,low_poverty
681,66,0,low_poverty
981,17,48,low_poverty
919,12,10,low_poverty
1431,102,22,low_poverty
759,31,0,low_poverty
1255,0,0,low_poverty
2913,103,15,low_poverty
1939,0,12,low_poverty
2795,9,71,low_poverty
2214,46,40,low_poverty
1840,91,54,low_poverty
1364,0,35,low_poverty
1998,26,53,low_poverty
1200,80,55,low_poverty
2571,12,0,low_poverty
1812,2,3,low_poverty
1405,18,16,low_poverty
2086,75,6,low_poverty
2269,61,158,low_poverty
2348,52,21,low_poverty
2284,32,189,low_poverty
2106,121,64,low_poverty
1591,0,0,low_poverty
1613,60,2,low_poverty
1192,58,0,low_poverty
1494,35,9,low_poverty
1718,137,63,low_poverty
905,0,13,low_poverty
1839,91,0,low_poverty
1287,12,0,low_poverty
3623,63,56,low_poverty
1414,3,194,low_poverty
1065,0,52,low_poverty
468,2,2,low_poverty
1516,19,70,low_poverty
1150,41,32,low_poverty
919,22,25,low_poverty
1108,1,10,low_poverty
1522,0,0,low_poverty
1439,24,3,low_poverty
940,0,0,low_poverty
1669,21,2,low_poverty
1078,63,61,high_poverty
991,30,45,low_poverty
1276,34,89,low_poverty
1535,13,125,low_poverty
2109,137,256,high_poverty
2806,18,22,low_poverty
1378,0,90,low_poverty
1480,3,20,low_poverty
2753,33,104,low_poverty
1100,0,54,low_poverty
1387,38,123,high_poverty
1205,7,28,low_poverty
1882,19,7,low_poverty
1097,24,20,low_poverty
2048,132,220,high_poverty
1393,62,74,low_poverty
1974,64,128,high_poverty
1198,241,14,low_poverty
1532,155,98,high_poverty
0,0,0,low_poverty
2581,99,40,low_poverty
1449,3,76,low_poverty
2695,0,62,low_poverty
1686,33,105,low_poverty
1064,72,19,low_poverty
2210,238,343,high_poverty
1660,23,144,low_poverty
1026,17,193,high_poverty
1230,235,263,high_poverty
1525,62,209,high_poverty
1094,0,0,low_poverty
792,193,0,high_poverty
1994,616,512,high_poverty
1866,15,93,low_poverty
1213,16,0,low_poverty
1356,0,54,low_poverty
1026,10,14,low_poverty
3567,89,111,low_poverty
1914,5,5,low_poverty
1348,17,161,low_poverty
2337,269,14,low_poverty
1284,82,30,low_poverty
585,38,6,low_poverty
1905,166,189,high_poverty
1503,70,61,low_poverty
2190,0,0,high_poverty
1385,77,0,low_poverty
1749,20,156,high_poverty
2192,9,0,low_poverty
2508,47,425,low_poverty
1508,20,201,low_poverty
2044,0,313,low_poverty
2238,463,127,high_poverty
1608,252,57,low_poverty
1573,0,0,low_poverty
779,0,0,low_poverty
2407,32,1,low_poverty
1276,0,63,low_poverty
1133,0,51,low_poverty
1500,27,23,low_poverty
1101,83,0,low_poverty
4632,57,211,high_poverty
1574,0,52,low_poverty
1580,61,48,low_poverty
1242,42,0,low_poverty
701,9,18,high_poverty
510,0,0,high_poverty
1136,0,22,low_poverty
296,0,2,low_poverty
932,0,14,low_poverty
685,0,139,high_poverty
941,17,0,low_poverty
1220,221,42,low_poverty
1096,0,31,low_poverty
651,0,43,low_poverty
1063,173,6,low_poverty
598,0,0,low_poverty
899,26,9,high_poverty
1478,58,94,low_poverty
609,39,14,high_poverty
481,1,16,high_poverty
920,0,24,low_poverty
910,46,116,high_poverty
990,31,9,low_poverty
671,10,70,low_poverty
911,12,0,low_poverty
552,0,0,low_poverty
924,11,10,low_poverty
1062,53,59,low_poverty
829,104,82,high_poverty
672,1,0,low_poverty
474,22,3,low_poverty
746,6,3,low_poverty
938,13,60,low_poverty
521,61,15,high_poverty
606,0,16,low_poverty
2379,164,12,low_poverty
1774,59,13,low_poverty
125,70,34,low_poverty
0,0,0,low_poverty
1159,14,73,low_poverty
782,19,0,low_poverty
559,0,42,low_poverty
707,77,59,low_poverty
1530,56,67,low_poverty
789,19,18,high_poverty
830,67,128,low_poverty
599,0,150,low_poverty
680,28,15,low_poverty
601,0,139,high_poverty
673,32,78,high_poverty
797,38,83,high_poverty
1383,211,236,low_poverty
84,25,0,high_poverty
1116,54,96,high_poverty
479,20,244,low_poverty
957,26,24,low_poverty
493,12,27,low_poverty
936,19,68,low_poverty
1338,74,137,low_poverty
648,15,13,low_poverty
664,3,21,low_poverty
1146,41,21,low_poverty
482,65,177,low_poverty
779,83,28,high_poverty
1239,2,35,low_poverty
1334,176,48,low_poverty
537,28,47,low_poverty
1325,46,73,low_poverty
1376,74,174,low_poverty
1444,31,85,low_poverty
733,34,50,low_poverty
1117,4,6,low_poverty
806,2,83,low_poverty
1609,144,138,low_poverty
1297,0,193,low_poverty
1391,0,0,low_poverty
751,124,158,low_poverty
1212,42,53,low_poverty
753,36,35,low_poverty
790,0,82,low_poverty
803,22,63,high_poverty
1487,69,119,low_poverty
1385,36,33,low_poverty
1155,109,61,low_poverty
1862,182,27,low_poverty
1630,22,54,low_poverty
986,66,128,low_poverty
415,73,48,high_poverty
1277,102,49,low_poverty
1451,173,35,low_poverty
1020,148,66,high_poverty
837,111,26,low_poverty
1790,413,426,low_poverty
917,31,130,high_poverty
133,15,15,low_poverty
1481,364,145,high_poverty
748,11,72,low_poverty
819,344,12,high_poverty
2759,39,263,low_poverty
1059,0,18,low_poverty
1790,58,291,high_poverty
1711,45,50,high_poverty
1239,40,0,low_poverty
1175,138,34,low_poverty
1473,95,26,low_poverty
1769,195,46,low_poverty
1179,0,0,low_poverty
1243,40,28,low_poverty
1085,14,0,low_poverty
1138,62,18,low_poverty
1212,103,74,high_poverty
1071,0,0,low_poverty
1027,130,84,low_poverty
851,13,148,low_poverty
1423,20,88,low_poverty
822,61,13,low_poverty
1050,14,194,low_poverty
627,43,0,low_poverty
436,24,9,low_poverty
1221,50,55,low_poverty
929,13,39,low_poverty
1515,160,323,high_poverty
771,13,20,low_poverty
1404,0,85,low_poverty
1016,0,0,low_poverty
979,109,49,low_poverty
1141,108,229,high_poverty
1062,212,33,high_poverty
1028,88,25,low_poverty
1640,115,63,low_poverty
1006,10,0,low_poverty
1247,109,32,low_poverty
993,50,50,low_poverty
1305,0,16,low_poverty
1232,141,0,low_poverty
1250,14,137,low_poverty
2018,307,111,high_poverty
564,41,15,high_poverty
1148,13,50,high_poverty
1380,161,13,low_poverty
1610,154,243,high_poverty
663,22,84,low_poverty
2147,43,50,low_poverty
2754,36,201,high_poverty
1553,145,13,high_poverty
2027,8,104,low_poverty
725,38,87,low_poverty
1177,171,51,low_poverty
1392,38,66,low_poverty
944,26,139,low_poverty
800,36,46,low_poverty
2401,356,675,high_poverty
2597,64,298,low_poverty
2239,99,15,low_poverty
1083,36,32,low_poverty
764,49,151,low_poverty
2656,70,66,low_poverty
788,12,51,low_poverty
1535,72,81,low_poverty
2413,89,81,low_poverty
995,109,167,low_poverty
753,17,31,low_poverty
2030,51,58,low_poverty
1253,20,73,low_poverty
849,35,32,low_poverty
2560,37,24,low_poverty
2770,28,14,low_poverty
3020,33,77,low_poverty
2063,0,25,low_poverty
822,0,30,low_poverty
1953,59,118,low_poverty
1852,0,91,low_poverty
1682,161,142,low_poverty
779,191,21,low_poverty
1088,92,69,low_poverty
1023,25,43,low_poverty
694,111,5,low_poverty
1326,91,237,high_poverty
1462,31,249,low_poverty
1186,76,0,low_poverty
974,27,68,low_poverty
1604,238,225,high_poverty
1335,263,183,high_poverty
1453,95,234,low_poverty
1125,57,141,low_poverty
1295,25,27,high_poverty
1843,128,187,low_poverty
1202,74,114,low_poverty
1722,66,106,low_poverty
1292,18,104,high_poverty
1134,72,118,high_poverty
1401,128,65,high_poverty
96,39,8,high_poverty
490,55,70,high_poverty
1287,90,94,high_poverty
2523,220,221,high_poverty
1929,321,506,high_poverty
795,28,0,low_poverty
837,0,0,low_poverty
1182,233,0,high_poverty
2137,200,54,high_poverty
690,40,83,high_poverty
1140,7,47,high_poverty
2618,411,636,high_poverty
1690,69,280,high_poverty
978,134,134,high_poverty
943,108,34,high_poverty
1451,298,61,low_poverty
759,116,94,high_poverty
2606,1176,369,high_poverty
960,42,43,low_poverty
760,31,26,low_poverty
1165,13,26,low_poverty
1128,44,71,high_poverty
871,29,0,low_poverty
1272,0,40,high_poverty
793,37,0,low_poverty
1054,21,22,low_poverty
1133,0,0,low_poverty
2745,14,212,low_poverty
1720,36,15,low_poverty
1453,134,49,low_poverty
993,8,9,low_poverty
2065,209,0,low_poverty
1188,112,98,low_poverty
2452,82,570,low_poverty
475,0,0,low_poverty
1819,228,58,low_poverty
1206,211,175,high_poverty
518,29,88,high_poverty
777,11,0,low_poverty
2139,235,294,high_poverty
2405,105,135,high_poverty
742,15,10,low_poverty
1612,63,149,high_poverty
1564,66,113,low_poverty
1709,33,30,low_poverty
1870,16,222,low_poverty
1693,198,0,high_poverty
1098,5,0,low_poverty
1674,19,45,low_poverty
1845,37,0,low_poverty
1669,57,0,low_poverty
1091,8,0,low_poverty
1165,0,0,low_poverty
699,11,16,high_poverty
2150,58,61,low_poverty
1059,38,0,low_poverty
1710,116,65,high_poverty
1114,0,93,low_poverty
613,59,90,high_poverty
873,38,23,low_poverty
1649,67,81,high_poverty
833,23,147,low_poverty
2126,56,2,low_poverty
1713,40,63,high_poverty
2072,150,111,high_poverty
667,49,0,high_poverty
1344,125,262,high_poverty
468,0,58,low_poverty
1397,125,0,high_poverty
1527,30,16,low_poverty
1280,0,16,low_poverty
1187,4,2,low_poverty
1943,62,74,low_poverty
927,29,41,low_poverty
1033,0,0,low_poverty
1281,0,42,low_poverty
1135,214,159,high_poverty
1646,29,0,low_poverty
2179,39,66,low_poverty
1400,0,10,low_poverty
766,0,9,low_poverty
658,0,0,low_poverty
1588,79,145,low_poverty
1807,114,355,high_poverty
1358,62,524,low_poverty
1026,35,90,high_poverty
