GEOID,C17002e1,C17002e2,C17002e3,poverty
15000US390351342051,1066,0,0,low_poverty
15000US390351342061,754,20,0,low_poverty
15000US390351342062,786,0,52,low_poverty
15000US390351342063,1481,1,239,low_poverty
15000US390351343002,1470,41,91,low_poverty
15000US390351351041,1356,34,0,low_poverty
15000US390351361011,651,0,38,low_poverty
15000US390351361013,2334,35,32,low_poverty
15000US390351361014,1500,21,39,low_poverty
15000US390351361021,995,6,0,low_poverty
15000US390351361031,1343,6,232,low_poverty
15000US390351371011,691,0,9,low_poverty
15000US390351371021,2442,23,361,low_poverty
15000US390351371022,808,16,11,low_poverty
15000US390351371031,1136,73,101,low_poverty
15000US390351381051,1310,111,87,low_poverty
15000US390351381061,1373,91,267,low_poverty
15000US390351381071,1656,38,38,low_poverty
15000US390351381082,674,17,17,low_poverty
15000US390351381083,1641,94,0,low_poverty
15000US390351381091,513,0,39,low_poverty
15000US390351381093,733,14,18,low_poverty
15000US390351381101,1398,76,50,low_poverty
15000US390351401002,345,7,28,high_poverty
15000US390351403022,1406,180,155,low_poverty
15000US390351404001,967,27,0,low_poverty
15000US390351404002,551,26,0,low_poverty
15000US390351405003,1926,347,136,low_poverty
15000US390351406001,541,24,74,low_poverty
15000US390351406002,445,8,7,high_poverty
15000US390351409002,577,43,19,low_poverty
15000US390351412001,564,0,22,low_poverty
15000US390351413001,1549,246,260,low_poverty
15000US390351414004,577,0,0,low_poverty
15000US390351415001,686,64,129,low_poverty
15000US390351416011,1658,39,39,low_poverty
15000US390351416022,823,71,31,low_poverty
15000US390351503002,753,107,330,high_poverty
15000US390351504003,292,11,48,high_poverty
15000US390351512001,1357,434,256,high_poverty
15000US390351513001,907,38,399,high_poverty
15000US390351513002,469,171,219,high_poverty
15000US390351513003,501,0,20,low_poverty
15000US390351514001,235,91,35,high_poverty
15000US390351514003,418,31,131,high_poverty
15000US390351515001,1288,256,221,high_poverty
15000US390351516002,806,151,246,high_poverty
15000US390351517001,334,105,30,high_poverty
15000US390351517002,470,187,66,high_poverty
15000US390351521021,1319,55,208,low_poverty
15000US390351521023,702,48,180,low_poverty
15000US390351523021,789,39,48,low_poverty
15000US390351523023,1514,75,209,low_poverty
15000US390351523024,1245,229,160,low_poverty
15000US390351523032,1088,284,19,low_poverty
15000US390351524001,1894,67,340,low_poverty
15000US390351526031,1008,109,193,high_poverty
15000US390351527022,1380,112,155,high_poverty
15000US390351527031,1055,74,4,low_poverty
15000US390351531052,1957,101,33,low_poverty
15000US390351531062,1507,19,37,low_poverty
15000US390351531071,2358,49,129,low_poverty
15000US390351541002,922,73,155,low_poverty
15000US390351542001,468,93,106,high_poverty
15000US390351544002,2037,217,253,low_poverty
15000US390351545011,762,149,64,low_poverty
15000US390351545021,1339,96,171,low_poverty
15000US390351546031,568,16,0,low_poverty
15000US390351546033,561,59,5,low_poverty
15000US390351546034,1012,0,200,low_poverty
15000US390351547001,908,66,2,low_poverty
15000US390351551022,1712,73,9,low_poverty
15000US390351561011,1299,37,6,low_poverty
15000US390351604003,806,108,94,low_poverty
15000US390351605001,966,33,16,low_poverty
15000US390351606021,971,39,23,low_poverty
15000US390351608001,983,53,42,low_poverty
15000US390351612003,655,7,58,high_poverty
15000US390351613001,1625,66,184,low_poverty
15000US390351613002,1239,226,100,low_poverty
15000US390351614002,1011,34,106,high_poverty
15000US390351614004,1005,41,184,high_poverty
15000US390351615003,1057,157,58,low_poverty
15000US390351618001,1148,135,353,high_poverty
15000US390351701011,807,0,30,low_poverty
15000US390351701012,1359,66,0,low_poverty
15000US390351701013,571,0,0,low_poverty
15000US390351701021,908,0,35,low_poverty
15000US390351701023,1138,0,143,low_poverty
15000US390351702011,937,8,36,low_poverty
15000US390351711025,406,67,0,high_poverty
15000US390351711026,952,0,64,low_poverty
15000US390351711033,936,119,14,low_poverty
15000US390351711041,762,11,183,low_poverty
15000US390351712031,516,81,10,high_poverty
15000US390351712062,972,43,27,high_poverty
15000US390351721012,987,35,28,low_poverty
15000US390351721031,3171,232,420,high_poverty
15000US390351731031,1328,9,157,low_poverty
15000US390351731042,1213,19,156,low_poverty
15000US390351731072,909,15,0,low_poverty
15000US390351741032,1005,117,170,low_poverty
15000US390351741041,1497,20,107,low_poverty
15000US390351741042,712,12,5,low_poverty
15000US390351741071,945,40,87,low_poverty
15000US390351741072,1924,0,58,low_poverty
15000US390351741073,1137,45,98,low_poverty
15000US390351742042,940,0,0,low_poverty
15000US390351742043,927,12,33,low_poverty
15000US390351742062,639,37,16,low_poverty
15000US390351742071,415,0,33,low_poverty
15000US390351752011,1472,0,72,low_poverty
15000US390351761002,1594,43,24,low_poverty
15000US390351762002,2516,72,11,low_poverty
15000US390351771011,961,157,86,high_poverty
15000US390351771012,1231,128,78,low_poverty
15000US390351771043,604,89,110,low_poverty
15000US390351772012,1071,39,17,low_poverty
15000US390351772013,962,42,111,low_poverty
15000US390351772014,1010,32,15,low_poverty
15000US390351772021,692,93,26,low_poverty
15000US390351774032,958,0,120,low_poverty
15000US390351774034,452,0,10,low_poverty
15000US390351774042,474,14,34,low_poverty
15000US390351774051,929,0,20,low_poverty
15000US390351775012,2287,363,75,low_poverty
15000US390351775032,1297,8,7,low_poverty
15000US390351775052,2106,0,49,low_poverty
15000US390351776041,1006,0,11,low_poverty
15000US390351776051,2896,99,85,low_poverty
15000US390351776071,1475,30,146,low_poverty
15000US390351776082,1357,15,146,low_poverty
15000US390351776091,1400,52,90,low_poverty
15000US390351781013,1031,23,56,low_poverty
15000US390351781023,911,41,47,low_poverty
15000US390351782011,973,9,11,low_poverty
15000US390351782042,1767,551,15,high_poverty
15000US390351782052,705,33,16,low_poverty
15000US390351782063,825,11,0,low_poverty
15000US390351801023,1267,0,183,low_poverty
15000US390351801033,908,14,132,low_poverty
15000US390351811002,919,50,0,low_poverty
15000US390351811004,2953,46,64,low_poverty
15000US390351812033,694,23,0,low_poverty
15000US390351821031,1345,39,44,low_poverty
15000US390351821032,1268,10,38,low_poverty
15000US390351821051,1634,0,95,low_poverty
15000US390351831002,825,2,0,low_poverty
15000US390351832003,651,0,6,low_poverty
15000US390351833001,979,0,0,low_poverty
15000US390351833002,573,0,18,low_poverty
15000US390351833004,629,0,31,low_poverty
15000US390351834011,904,103,47,low_poverty
15000US390351834012,1244,19,3,low_poverty
15000US390351835011,1531,24,102,low_poverty
15000US390351835012,725,31,0,low_poverty
15000US390351835013,1035,14,0,low_poverty
15000US390351835021,879,0,35,low_poverty
15000US390351835024,1039,31,153,low_poverty
15000US390351836052,1364,22,8,low_poverty
15000US390351836061,762,0,22,low_poverty
15000US390351836062,853,10,61,low_poverty
15000US390351841031,2174,0,0,low_poverty
15000US390351841051,712,0,0,low_poverty
15000US390351841053,944,9,0,low_poverty
15000US390351841081,972,0,0,low_poverty
15000US390351841082,1721,0,36,low_poverty
15000US390351841083,1478,0,87,low_poverty
15000US390351841084,688,8,5,low_poverty
15000US390351851011,1094,2,29,low_poverty
15000US390351851031,842,0,20,high_poverty
15000US390351851033,817,11,44,low_poverty
15000US390351851041,995,90,28,low_poverty
15000US390351851042,1303,36,339,low_poverty
15000US390351861033,1058,14,0,low_poverty
15000US390351861072,853,15,0,low_poverty
15000US390351862011,2136,120,43,low_poverty
15000US390351862013,1479,0,14,low_poverty
15000US390351862022,2501,42,42,low_poverty
15000US390351862031,1715,4,39,low_poverty
15000US390351862052,1667,11,0,low_poverty
15000US390351862063,2269,0,0,low_poverty
15000US390351871031,1658,84,153,low_poverty
15000US390351871041,1180,109,99,low_poverty
15000US390351871053,944,27,60,low_poverty
15000US390351871061,1160,70,48,low_poverty
15000US390351881032,892,25,274,low_poverty
15000US390351881071,2085,202,256,high_poverty
15000US390351881072,329,0,0,high_poverty
15000US390351891052,1648,8,3,low_poverty
15000US390351891071,730,13,51,low_poverty
15000US390351891072,1642,4,16,low_poverty
15000US390351891081,2558,92,56,low_poverty
15000US390351891083,719,6,8,low_poverty
15000US390351891103,2031,70,30,low_poverty
15000US390351905022,400,46,0,low_poverty
15000US390351905031,1736,4,10,low_poverty
15000US390351905041,1680,195,30,low_poverty
15000US390351905042,6363,0,42,low_poverty
15000US390351905043,1619,0,15,low_poverty
15000US390351939001,584,131,84,high_poverty
15000US390351941001,2121,32,39,low_poverty
15000US390351943002,826,32,8,low_poverty
15000US390351943003,1539,71,18,low_poverty
15000US390351945002,952,16,17,low_poverty
15000US390351948001,1004,55,123,high_poverty
15000US390351949002,1002,6,97,low_poverty
15000US390351956001,926,117,0,high_poverty
15000US390351956003,1347,39,53,low_poverty
15000US390351956004,1062,34,72,low_poverty
15000US390351957002,1025,153,19,low_poverty
15000US390351958001,1623,8,45,low_poverty
15000US390351958002,880,14,21,low_poverty
15000US390351962002,2186,350,508,high_poverty
15000US390351963002,2185,26,44,low_poverty
15000US390351965001,766,282,195,high_poverty
15000US390351965002,778,193,45,high_poverty
15000US390375001003,1009,62,59,low_poverty
15000US390375101002,910,186,133,high_poverty
15000US390375101003,1034,68,181,low_poverty
15000US390375201003,796,18,44,low_poverty
15000US390375301001,1272,31,171,low_poverty
15000US390375401002,1274,129,141,low_poverty
15000US390375501001,769,24,28,low_poverty
15000US390375501002,1708,9,201,low_poverty
15000US390375501003,991,0,39,low_poverty
15000US390375550007,1112,150,212,low_poverty
15000US390375551023,723,37,204,high_poverty
15000US390375551024,1216,108,174,high_poverty
15000US390375601001,872,76,31,low_poverty
15000US390375601002,1285,44,92,low_poverty
15000US390375701011,713,18,29,low_poverty
15000US390375701012,1240,10,0,low_poverty
15000US390375701013,1048,0,189,low_poverty
15000US390375701022,1179,80,146,low_poverty
15000US390399581001,922,79,8,low_poverty
15000US390399581002,948,0,12,low_poverty
15000US390399583001,1213,66,70,low_poverty
15000US390399583002,1089,103,42,low_poverty
15000US390399585001,1036,28,0,low_poverty
15000US390399585002,996,233,97,low_poverty
15000US390399585003,828,48,92,low_poverty
15000US390399586002,473,48,128,low_poverty
15000US390399586004,1976,125,199,high_poverty
15000US390399588001,976,22,214,high_poverty
15000US390410101002,1650,159,220,low_poverty
15000US390410102001,844,0,38,low_poverty
15000US390410102003,2693,7,96,low_poverty
15000US390410104201,453,0,34,low_poverty
15000US390410104202,2466,176,113,low_poverty
15000US390410104223,2802,87,36,low_poverty
15000US390410105202,2726,36,137,low_poverty
15000US390410105301,1703,276,185,high_poverty
15000US390410105302,1378,254,185,high_poverty
15000US390410111021,2569,31,84,low_poverty
15000US390410114134,1500,33,57,low_poverty
15000US390410114302,1406,0,0,low_poverty
15000US390410115301,2139,134,59,low_poverty
15000US390410115402,2289,0,0,low_poverty
15000US390410115501,3545,207,182,low_poverty
15000US390410115602,2406,64,0,low_poverty
15000US390410115611,2149,14,198,low_poverty
15000US390410117301,2290,0,0,low_poverty
15000US390410117302,2333,0,14,low_poverty
15000US390410117501,1639,30,0,low_poverty
15000US390410117601,1738,227,101,high_poverty
15000US390410117602,2722,99,22,low_poverty
15000US390410117622,2786,71,55,low_poverty
15000US390410119002,2891,83,48,low_poverty
15000US390410121001,4190,10,157,low_poverty
15000US390410121002,2994,0,22,low_poverty
15000US390410122001,3052,134,36,low_poverty
15000US390410123002,2226,81,0,low_poverty
15000US390410123003,1023,44,90,low_poverty
15000US390410124002,1528,18,170,low_poverty
15000US390430401004,1768,51,110,low_poverty
15000US390430402002,988,18,44,low_poverty
15000US390430403002,1882,0,61,low_poverty
15000US390430404005,610,34,0,low_poverty
15000US390430405003,586,0,69,low_poverty
15000US390430406001,724,20,0,low_poverty
15000US390430407001,1510,318,190,high_poverty
15000US390430407004,886,101,171,high_poverty
15000US390430408003,384,77,96,high_poverty
15000US390430408004,1100,167,87,high_poverty
15000US390430411001,551,133,12,high_poverty
15000US390430411004,731,24,163,high_poverty
15000US390430411005,574,65,17,low_poverty
15000US390430416001,1700,23,38,low_poverty
15000US390430416003,936,0,48,low_poverty
15000US390430416004,1865,0,59,low_poverty
15000US390430417002,1344,41,116,low_poverty
15000US390430417003,868,21,64,low_poverty
15000US390430417004,922,25,9,low_poverty
15000US390430418003,1150,35,8,low_poverty
15000US390450303002,1027,26,268,high_poverty
15000US390450304003,2046,0,21,low_poverty
15000US390450306003,1010,0,0,low_poverty
15000US390450307001,744,8,0,low_poverty
15000US390450308002,2286,37,161,low_poverty
15000US390450309004,800,0,0,low_poverty
15000US390450309005,3258,87,106,low_poverty
15000US390450311003,1207,164,57,low_poverty
15000US390450314004,864,157,254,high_poverty
15000US390450315002,1754,57,119,low_poverty
15000US390450316001,1139,133,100,high_poverty
15000US390450316004,2383,386,359,high_poverty
15000US390450317001,536,29,60,low_poverty
15000US390450317002,659,29,139,high_poverty
15000US390450317005,1004,220,239,high_poverty
15000US390450322001,648,172,137,low_poverty
15000US390450322002,2151,417,354,low_poverty
15000US390450322003,892,34,251,high_poverty
15000US390450326001,1329,12,0,low_poverty
15000US390450326003,1395,82,56,low_poverty
15000US390450327022,3200,86,180,low_poverty
15000US390450328001,1931,0,32,low_poverty
15000US390450329002,1466,9,39,low_poverty
15000US390450329004,2779,31,14,low_poverty
15000US390450330001,4200,95,219,low_poverty
15000US390450331001,1616,43,15,low_poverty
15000US390450331002,2255,4,216,low_poverty
15000US390479259001,1251,1,10,low_poverty
15000US390479260001,590,54,21,high_poverty
15000US390479260003,1269,51,134,low_poverty
15000US390479261002,2513,265,550,high_poverty
15000US390479261004,459,26,65,high_poverty
15000US390479262002,875,232,97,low_poverty
15000US390479263004,862,72,132,low_poverty
15000US390490001102,814,11,0,low_poverty
15000US390490001103,629,26,9,low_poverty
15000US390490001104,952,0,0,low_poverty
15000US390490001201,791,0,9,low_poverty
15000US390490001202,1740,96,40,low_poverty
15000US390490001203,597,0,0,low_poverty
15000US390490002103,711,11,27,low_poverty
15000US390490002201,780,0,50,low_poverty
15000US390490003101,1118,75,30,high_poverty
15000US390490003202,1219,30,56,low_poverty
15000US390490003301,473,200,11,high_poverty
15000US390490003303,680,84,85,high_poverty
15000US390490006004,775,79,57,high_poverty
15000US390490007201,557,71,116,high_poverty
15000US390490007302,709,166,84,high_poverty
15000US390490008101,1235,112,238,high_poverty
15000US390490009102,972,190,79,high_poverty
15000US390490009203,534,159,66,high_poverty
15000US390490010001,248,108,89,high_poverty
15000US390490010004,360,177,68,high_poverty
15000US390490011101,906,358,111,high_poverty
15000US390490012001,954,471,182,high_poverty
15000US390490013003,842,531,208,high_poverty
15000US390490014002,775,200,237,high_poverty
15000US390490015001,818,508,109,high_poverty
15000US390490015003,373,85,111,high_poverty
15000US390490018101,937,578,263,high_poverty
15000US390490018105,431,186,117,high_poverty
15000US390490019011,646,0,0,low_poverty
15000US390490019012,1565,161,171,low_poverty
15000US390490019022,1398,67,170,low_poverty
15000US390490020002,1069,103,44,low_poverty
15000US390490023001,534,178,94,high_poverty
15000US390490025202,814,123,164,low_poverty
15000US390490025203,1007,162,48,low_poverty
15000US390490026003,1819,317,523,high_poverty
15000US390490027302,726,23,166,high_poverty
15000US390490027402,856,22,11,low_poverty
15000US390490027403,693,73,134,low_poverty
15000US390490027501,1116,253,281,high_poverty
15000US390490027602,952,102,133,high_poverty
15000US390490027603,1571,313,288,low_poverty
15000US390490027701,592,60,77,high_poverty
15000US390490027802,846,31,101,low_poverty
15000US390490028002,790,286,133,high_poverty
15000US390490028004,604,65,77,high_poverty
15000US390490036001,632,51,56,high_poverty
15000US390490037002,1013,58,438,high_poverty
15000US390490038001,703,65,44,high_poverty
15000US390490040001,1795,204,184,high_poverty
15000US390490040002,1155,302,93,high_poverty
15000US390490042001,692,433,149,high_poverty
15000US390490043001,2789,374,122,low_poverty
15000US390490045005,1990,524,273,low_poverty
15000US390490046103,652,81,43,low_poverty
15000US390490046201,697,125,160,high_poverty
15000US390490046203,726,169,136,high_poverty
15000US390490047002,1253,389,131,high_poverty
15000US390490047003,760,162,124,high_poverty
15000US390490048102,781,156,40,low_poverty
15000US390490048103,1622,68,513,high_poverty
15000US390490049002,889,167,340,high_poverty
15000US390490051001,1392,600,500,high_poverty
15000US390490051002,327,90,38,high_poverty
15000US390490052002,1816,63,33,low_poverty
15000US390490053003,791,139,143,high_poverty
15000US390490053004,732,272,107,high_poverty
15000US390490054203,950,103,367,low_poverty
15000US390490055005,813,47,223,high_poverty
15000US390490056202,450,22,159,high_poverty
15000US390490057003,1645,30,109,low_poverty
15000US390490058102,770,31,91,high_poverty
15000US390490058103,1040,25,183,high_poverty
15000US390490058202,1096,191,104,high_poverty
15000US390490061001,979,476,131,high_poverty
15000US390490061004,519,174,81,high_poverty
15000US390490062201,2099,0,31,low_poverty
15000US390490062204,1303,0,0,low_poverty
15000US390490062205,1475,30,9,low_poverty
15000US390490063213,1288,0,14,low_poverty
15000US390490063233,1176,182,0,low_poverty
15000US390490063304,906,0,0,low_poverty
15000US390490063531,1679,0,20,low_poverty
15000US390490063533,989,139,79,high_poverty
15000US390490063711,1519,0,389,low_poverty
15000US390490063712,1807,54,28,low_poverty
15000US390490063713,2045,157,102,low_poverty
15000US390490063714,1679,77,77,low_poverty
15000US390490063723,1949,495,77,low_poverty
15000US390490063841,394,0,16,high_poverty
15000US390490063843,1665,33,0,low_poverty
15000US390490063845,1797,13,18,high_poverty
15000US390490063863,1104,0,19,low_poverty
15000US390490063871,2041,44,329,high_poverty
15000US390490063912,2792,0,39,low_poverty
15000US390490063923,390,0,0,low_poverty
15000US390490063932,1762,0,13,low_poverty
15000US390490063942,1943,118,26,low_poverty
15000US390490063952,1253,58,124,high_poverty
15000US390490063962,703,14,87,low_poverty
15000US390490064102,934,29,77,low_poverty
15000US390490064301,902,0,0,low_poverty
15000US390490064302,1082,0,0,low_poverty
15000US390490065003,1004,0,59,low_poverty
15000US390490065004,881,0,0,low_poverty
15000US390490066003,1172,224,0,low_poverty
15000US390490067222,942,118,69,low_poverty
15000US390490068101,1194,31,14,low_poverty
15000US390490068221,792,21,16,low_poverty
15000US390490069102,761,0,1,low_poverty
15000US390490069231,870,51,62,high_poverty
15000US390490069241,1762,28,103,low_poverty
15000US390490069242,1721,139,235,high_poverty
15000US390490069311,1207,45,369,high_poverty
15000US390490069312,723,12,0,low_poverty
15000US390490069321,1303,104,119,low_poverty
15000US390490069333,853,62,164,high_poverty
15000US390490069432,1300,122,427,high_poverty
15000US390490069443,710,23,5,low_poverty
15000US390490069444,1319,213,30,low_poverty
15000US390490069452,2124,178,207,high_poverty
15000US390490069502,843,13,11,low_poverty
15000US390490069901,1239,92,19,low_poverty
15000US390490069904,732,81,0,high_poverty
15000US390490069905,1239,42,454,high_poverty
15000US390490070101,1042,58,214,high_poverty
15000US390490070102,636,60,31,low_poverty
15000US390490070103,776,220,51,low_poverty
15000US390490070202,1538,0,0,high_poverty
15000US390490070441,1963,0,88,low_poverty
15000US390490070472,2518,332,199,low_poverty
15000US390490071123,1583,35,236,high_poverty
15000US390490071143,2592,373,61,low_poverty
15000US390490071323,2241,71,63,low_poverty
15000US390490071324,2278,23,0,low_poverty
15000US390490071935,585,0,0,low_poverty
15000US390490072031,3259,61,193,low_poverty
15000US390490072051,1499,0,0,low_poverty
15000US390490072052,753,19,0,low_poverty
15000US390490072072,1752,32,27,low_poverty
15000US390490072091,3340,40,68,low_poverty
15000US390490072103,2783,59,0,low_poverty
15000US390490073932,2299,61,23,low_poverty
15000US390490073933,1923,41,169,low_poverty
15000US390490073934,2810,32,0,low_poverty
15000US390490073941,585,0,4,low_poverty
15000US390490073942,523,0,0,low_poverty
15000US390490073943,1412,0,5,low_poverty
15000US390490073953,1425,0,0,low_poverty
15000US390490073963,1227,24,16,low_poverty
15000US390490074245,578,0,0,low_poverty
15000US390490074923,2307,12,0,low_poverty
15000US390490074941,2322,31,281,low_poverty
15000US390490075111,1150,46,335,high_poverty
15000US390490075121,652,11,84,high_poverty
15000US390490075123,1614,430,123,high_poverty
15000US390490075201,1747,525,225,high_poverty
15000US390490075332,955,101,119,low_poverty
15000US390490075512,1707,565,431,high_poverty
15000US390490077222,1104,484,158,high_poverty
15000US390490078111,702,17,22,low_poverty
15000US390490078123,1762,407,386,high_poverty
15000US390490078124,772,47,9,low_poverty
15000US390490078201,303,63,24,high_poverty
15000US390490078204,994,327,62,high_poverty
15000US390490078301,572,77,58,high_poverty
15000US390490078303,1087,180,102,low_poverty
15000US390490079213,3554,243,426,low_poverty
15000US390490079221,1686,0,0,low_poverty
15000US390490079222,2850,67,62,low_poverty
15000US390490079312,1971,109,131,low_poverty
15000US390490079331,1113,17,22,low_poverty
15000US390490079332,2965,34,143,low_poverty
15000US390490079333,1649,23,0,low_poverty
15000US390490079411,2684,67,92,low_poverty
15000US390490079512,3111,0,0,low_poverty
15000US390490079513,2030,18,0,low_poverty
15000US390490079523,1841,108,115,low_poverty
15000US390490079531,968,105,0,low_poverty
15000US390490079535,1105,63,0,low_poverty
15000US390490081101,1429,57,33,low_poverty
15000US390490081102,481,0,156,high_poverty
15000US390490081201,1271,212,332,high_poverty
15000US390490081422,882,3,2,low_poverty
15000US390490081613,3506,205,156,low_poverty
15000US390490081625,2258,0,116,low_poverty
15000US390490081631,2057,276,653,high_poverty
15000US390490081642,1648,46,289,low_poverty
15000US390490082102,1440,126,515,high_poverty
15000US390490082412,1000,105,170,high_poverty
15000US390490082424,606,0,11,high_poverty
15000US390490083111,1997,754,722,high_poverty
15000US390490083113,1063,155,44,high_poverty
15000US390490083125,949,357,142,high_poverty
15000US390490083211,1061,177,238,low_poverty
15000US390490083402,3155,100,212,low_poverty
15000US390490083601,2139,81,135,low_poverty
15000US390490083602,2420,309,0,low_poverty
15000US390490083702,2314,150,41,low_poverty
15000US390490085004,1032,0,0,low_poverty
15000US390490087102,549,0,86,low_poverty
15000US390490087201,756,7,115,high_poverty
15000US390490087202,412,111,24,low_poverty
15000US390490087203,1470,167,269,high_poverty
15000US390490088121,1906,271,201,low_poverty
15000US390490088122,1086,30,67,high_poverty
15000US390490088131,1038,90,291,high_poverty
15000US390490088222,1815,193,312,high_poverty
15000US390490090001,1177,64,26,low_poverty
15000US390490090002,1223,0,103,low_poverty
15000US390490092102,1098,84,250,high_poverty
15000US390490092201,833,94,178,low_poverty
15000US390490092304,954,207,106,low_poverty
15000US390490092402,1224,115,177,high_poverty
15000US390490093121,958,110,68,low_poverty
15000US390490093221,671,7,33,high_poverty
15000US390490093322,641,61,162,high_poverty
15000US390490093331,1532,353,86,low_poverty
15000US390490093341,617,130,0,low_poverty
15000US390490093342,957,129,109,low_poverty
15000US390490093612,1000,0,19,low_poverty
15000US390490093621,1655,82,95,low_poverty
15000US390490093622,934,78,52,high_poverty
15000US390490093722,432,64,29,low_poverty
15000US390490093724,1974,148,66,low_poverty
15000US390490093812,1241,11,14,low_poverty
15000US390490093822,1163,18,20,low_poverty
15000US390490093862,0,0,0,low_poverty
15000US390490093901,2125,0,48,low_poverty
15000US390490094202,977,0,78,high_poverty
15000US390490094402,1519,82,37,low_poverty
15000US390490094403,1429,0,0,low_poverty
15000US390490095202,1213,54,150,low_poverty
15000US390490096003,775,37,61,low_poverty
15000US390490097113,763,135,159,high_poverty
15000US390490097114,1115,28,65,low_poverty
15000US390490097123,1126,20,57,high_poverty
15000US390490097201,1651,265,259,high_poverty
15000US390490097403,1753,56,0,low_poverty
15000US390490097511,5539,118,170,low_poverty
15000US390490097521,2882,55,73,low_poverty
15000US390490098003,2324,225,0,low_poverty
15000US390490100004,2360,34,210,low_poverty
15000US390490100005,1539,58,18,low_poverty
15000US390490104002,2193,77,0,low_poverty
15000US390490104003,2033,59,0,low_poverty
15000US390490105001,1406,0,25,low_poverty
15000US390490105003,2361,18,0,low_poverty
15000US390490106012,3966,28,69,low_poverty
15000US390490106023,2048,0,0,low_poverty
15000US390490107001,1451,143,101,high_poverty
15000US390510401001,925,2,20,low_poverty
15000US390510401003,869,117,53,low_poverty
15000US390510405003,1502,6,9,low_poverty
15000US390510407002,2163,350,308,high_poverty
15000US390510407004,1156,52,0,low_poverty
15000US390510407005,1047,29,20,low_poverty
15000US390510408001,1459,107,250,low_poverty
15000US390510408003,1232,9,90,low_poverty
15000US390510408004,1365,106,102,low_poverty
15000US390510409003,1589,95,201,low_poverty
15000US390539535002,1120,148,169,low_poverty
15000US390539535004,2166,44,134,low_poverty
15000US390539537001,1191,254,120,high_poverty
15000US390539538004,713,73,83,low_poverty
15000US390539539001,558,37,92,low_poverty
15000US390539539003,1019,0,334,low_poverty
15000US390539539004,1454,22,18,low_poverty
15000US390553102001,642,0,19,low_poverty
15000US390553107002,1474,0,84,low_poverty
15000US390553108004,1030,15,38,low_poverty
15000US390553114001,1373,101,68,low_poverty
15000US390553114004,968,0,45,low_poverty
15000US390553115002,1019,0,0,low_poverty
15000US390553115003,2547,1,141,low_poverty
15000US390553118001,966,0,0,low_poverty
15000US390553118005,1178,10,14,low_poverty
15000US390553121002,700,62,143,high_poverty
15000US390553122012,924,26,126,low_poverty
15000US390553122013,1828,94,27,low_poverty
15000US390553122014,1421,46,17,low_poverty
15000US390553123001,664,0,327,high_poverty
15000US390553123002,1981,84,140,low_poverty
15000US390553123003,526,0,29,low_poverty
15000US390553123004,563,21,55,high_poverty
15000US390572001011,1103,27,247,low_poverty
15000US390572001012,917,29,147,low_poverty
15000US390572001031,1691,302,193,high_poverty
15000US390572001042,1968,1076,320,high_poverty
15000US390572003001,570,7,30,low_poverty
15000US390572003002,1256,145,181,low_poverty
15000US390572004001,982,194,114,low_poverty
15000US390572004002,1052,131,31,high_poverty
15000US390572005001,1165,430,19,low_poverty
15000US390572005005,483,0,85,low_poverty
15000US390572005006,1169,143,266,high_poverty
15000US390572006003,1581,376,41,low_poverty
15000US390572009002,1179,0,18,low_poverty
15000US390572101002,3872,96,61,low_poverty
15000US390572102001,1960,22,0,low_poverty
15000US390572102006,1009,32,0,low_poverty
15000US390572104021,562,41,0,low_poverty
15000US390572104022,3082,52,35,low_poverty
15000US390572105002,2417,9,0,low_poverty
15000US390572105003,1843,0,0,low_poverty
15000US390572106012,3388,0,26,low_poverty
15000US390572106022,1990,72,0,low_poverty
15000US390572106024,1354,0,88,low_poverty
15000US390572106031,2502,44,0,low_poverty
15000US390572106032,2244,8,59,low_poverty
15000US390572202002,999,0,14,low_poverty
15000US390572403013,3007,36,659,low_poverty
15000US390572403024,950,107,42,low_poverty
15000US390572406002,492,61,19,low_poverty
15000US390572407001,1259,64,35,low_poverty
15000US390572550004,1046,22,112,low_poverty
15000US390572601001,460,96,84,low_poverty
15000US390572803001,436,0,0,low_poverty
15000US390599771004,864,54,168,low_poverty
15000US390599773002,1497,265,278,high_poverty
15000US390599773003,397,72,66,high_poverty
15000US390599774002,543,13,41,low_poverty
15000US390599776002,763,140,241,high_poverty
15000US390599777002,1174,13,43,low_poverty
15000US390599778003,717,100,22,high_poverty
15000US390599780003,1472,129,13,low_poverty
15000US390610002001,927,230,199,high_poverty
15000US390610009001,389,131,110,high_poverty
15000US390610010001,478,207,132,high_poverty
15000US390610010002,974,77,79,high_poverty
15000US390610011001,1042,393,143,high_poverty
15000US390610018002,781,114,222,high_poverty
15000US390610019001,733,59,89,low_poverty
15000US390610020002,1061,101,42,low_poverty
15000US390610022001,523,70,41,high_poverty
15000US390610022003,958,301,162,high_poverty
15000US390610025001,1091,440,175,high_poverty
15000US390610029001,1398,529,447,high_poverty
15000US390610030001,1027,388,225,high_poverty
15000US390610030003,265,142,94,high_poverty
15000US390610033002,605,306,63,high_poverty
15000US390610036002,947,273,305,high_poverty
15000US390610037002,837,135,527,high_poverty
15000US390610038003,795,267,132,high_poverty
15000US390610040001,904,57,40,low_poverty
15000US390610041001,703,126,118,high_poverty
15000US390610046022,1305,85,125,high_poverty
15000US390610046023,1708,83,113,low_poverty
15000US390610046032,1612,65,13,low_poverty
15000US390610046051,986,58,80,high_poverty
